0,C25,C24,C31,C32
ENSG00000228397.3,1,3,4,2
ENSG00000218510.8,78,190,130,148
ENSG00000070831.17,9066,9850,6769,6555
ENSG00000285752.1,3,6,1,9
ENSG00000285794.1,0,0,0,0
ENSG00000230068.2,3,2,6,3
ENSG00000271428.1,0,0,0,0
ENSG00000162552.15,0,0,1,1
ENSG00000285873.1,0,0,0,1
ENSG00000266564.1,0,0,0,0
ENSG00000234397.3,0,1,0,0
ENSG00000279625.1,0,0,0,0
ENSG00000184677.18,951,1223,767,1017
ENSG00000237200.1,1,5,4,4
ENSG00000070886.12,0,0,0,2
ENSG00000276835.2,0,0,0,0
ENSG00000173372.17,0,0,0,0
ENSG00000159189.12,0,0,0,0
ENSG00000173369.17,0,0,6,1
ENSG00000133216.16,1762,1421,1851,811
ENSG00000265422.1,0,0,0,0
ENSG00000225952.1,0,0,0,0
ENSG00000264014.1,0,0,0,0
ENSG00000215906.8,0,0,0,0
ENSG00000227868.6,5,1,0,1
ENSG00000004487.17,4492,2948,2869,3049
ENSG00000240553.1,0,0,0,0
ENSG00000263793.1,0,0,0,0
ENSG00000266802.1,0,0,0,0
ENSG00000169641.13,3745,3259,1598,1764
ENSG00000229010.1,0,0,0,0
ENSG00000206935.1,0,0,0,0
ENSG00000252578.1,0,0,0,0
ENSG00000179546.4,60,4,2,1
ENSG00000215381.3,0,0,0,0
ENSG00000261326.4,129,116,183,191
ENSG00000284726.1,0,0,0,0
ENSG00000125944.21,5854,5738,4616,5527
ENSG00000125945.15,644,987,1124,855
ENSG00000249087.7,30,26,29,42
ENSG00000201405.1,0,0,0,0
ENSG00000271420.1,3,4,9,10
ENSG00000204219.11,211,967,892,1906
ENSG00000232482.2,0,0,0,0
ENSG00000088280.19,962,3980,4389,4266
ENSG00000007968.7,61,31,17,200
ENSG00000235052.1,1,0,0,0
ENSG00000117318.9,384,578,499,536
ENSG00000285802.1,1,0,0,0
ENSG00000197880.9,1,0,0,0
ENSG00000229239.2,0,0,0,0
ENSG00000142676.14,12290,18960,11088,14947
ENSG00000236810.6,25,32,68,44
ENSG00000011007.12,2296,1504,1260,1522
ENSG00000057757.10,1157,1359,1152,1246
ENSG00000011009.11,1081,1321,1382,1337
ENSG00000117308.15,1077,1143,1804,1689
ENSG00000117305.15,650,1132,1325,960
ENSG00000179163.12,385,1394,1557,1935
ENSG00000188822.8,0,0,0,1
ENSG00000229106.1,0,4,0,0
ENSG00000232557.3,0,0,0,0
ENSG00000264926.1,0,0,0,0
ENSG00000230228.2,1,0,0,1
ENSG00000189266.13,1768,4387,2256,2699
ENSG00000188529.15,3866,4666,2901,3585
ENSG00000215905.4,0,0,0,1
ENSG00000225315.2,0,1,0,0
ENSG00000142661.19,199,40,11,60
ENSG00000230703.1,0,0,0,0
ENSG00000142677.4,0,0,0,1
ENSG00000185436.12,6,9,0,7
ENSG00000230023.2,0,0,0,0
ENSG00000232298.2,0,5,0,5
ENSG00000158055.16,24,83,77,43
ENSG00000001460.18,213,129,68,138
ENSG00000001461.17,1169,1416,649,691
ENSG00000286061.1,0,0,0,0
ENSG00000117602.12,358,57,13,73
ENSG00000264443.1,0,0,0,0
ENSG00000184454.7,0,0,0,5
ENSG00000227312.2,0,0,0,0
ENSG00000239106.1,0,0,0,0
ENSG00000133226.17,2049,2148,1766,2449
ENSG00000284699.1,0,0,0,0
ENSG00000169504.15,28053,25240,12049,12776
ENSG00000238482.1,0,0,0,0
ENSG00000020633.19,19,0,2,0
ENSG00000278034.1,0,0,0,0
ENSG00000229162.1,4,0,0,0
ENSG00000261025.1,1,0,0,0
ENSG00000264371.1,0,0,0,0
ENSG00000285823.1,0,0,0,0
ENSG00000233755.1,0,0,0,0
ENSG00000233419.3,0,0,0,0
ENSG00000231953.2,0,0,0,0
ENSG00000117614.10,894,1295,1121,1056
ENSG00000284602.1,6,17,27,23
ENSG00000284657.1,1,4,3,2
ENSG00000117616.18,1118,821,1192,1255
ENSG00000272432.1,1,1,2,2
ENSG00000261349.1,6,11,5,6
ENSG00000187010.21,1,0,0,1
ENSG00000224183.1,1,6,2,4
ENSG00000259984.1,0,2,0,1
ENSG00000183726.11,2242,2668,1918,1780
ENSG00000188672.19,15,3,3,13
ENSG00000238084.4,4,3,1,0
ENSG00000204178.11,1500,1111,889,1799
ENSG00000157978.12,739,934,827,993
ENSG00000225643.1,3,5,1,7
ENSG00000117643.14,101,1119,1442,848
ENSG00000233478.1,0,0,0,0
ENSG00000162430.17,5298,7808,5901,5483
ENSG00000255054.3,0,0,0,0
ENSG00000228172.5,13,14,5,5
ENSG00000117640.18,921,1339,1208,1257
ENSG00000272478.1,0,0,0,0
ENSG00000127423.11,65,18,7,52
ENSG00000236528.1,0,0,0,2
ENSG00000182749.6,584,476,346,545
ENSG00000207302.1,0,0,0,0
ENSG00000117632.23,4177,1997,2930,5431
ENSG00000229786.1,0,0,0,0
ENSG00000223624.1,0,0,0,0
ENSG00000283938.1,0,0,0,0
ENSG00000158006.14,497,488,386,484
ENSG00000207237.1,0,0,0,0
ENSG00000252190.1,0,0,0,0
ENSG00000252691.1,0,0,0,0
ENSG00000158008.10,202,5,9,4
ENSG00000158014.15,0,0,0,0
ENSG00000284309.1,0,0,0,0
ENSG00000158022.7,0,81,361,55
ENSG00000175087.10,241,297,223,276
ENSG00000197245.6,35,0,1,6
ENSG00000282872.2,0,1,0,0
ENSG00000236782.7,1,0,5,2
ENSG00000142684.9,470,298,245,293
ENSG00000142675.18,4,8,6,13
ENSG00000188782.9,0,0,0,0
ENSG00000236155.6,0,2,10,8
ENSG00000278572.1,0,0,0,0
ENSG00000130695.15,460,505,446,687
ENSG00000270733.1,0,0,0,0
ENSG00000142669.15,8242,7534,10479,5838
ENSG00000158062.20,185,299,240,373
ENSG00000169442.9,0,8,9,6
ENSG00000176092.15,0,3,5,7
ENSG00000225854.2,0,0,0,0
ENSG00000176083.18,0,0,1,0
ENSG00000131914.11,0,0,0,1
ENSG00000117682.17,1896,1286,1309,1829
ENSG00000223583.1,0,4,1,0
ENSG00000225891.2,2,9,1,7
ENSG00000198830.11,5564,4107,4656,7416
ENSG00000224129.1,0,0,0,0
ENSG00000117676.14,281,201,792,481
ENSG00000238705.1,0,0,0,0
ENSG00000243905.3,0,0,0,0
ENSG00000252802.1,0,0,0,0
ENSG00000252429.2,0,0,0,0
ENSG00000229247.2,0,0,0,0
ENSG00000238316.1,0,0,0,0
ENSG00000235069.2,0,0,0,0
ENSG00000260063.1,10,11,7,18
ENSG00000117713.20,2775,2834,2256,2930
ENSG00000060642.11,312,704,640,560
ENSG00000241188.3,0,0,0,1
ENSG00000287810.1,0,0,0,0
ENSG00000204160.12,1117,788,993,971
ENSG00000175793.12,115,3,204,53
ENSG00000142751.15,852,723,661,727
ENSG00000226698.1,0,0,0,0
ENSG00000198746.13,270,445,416,410
ENSG00000090273.14,2989,2437,1844,2759
ENSG00000131910.5,0,0,0,1
ENSG00000175707.9,0,0,0,0
ENSG00000172746.6,0,0,1,1
ENSG00000224064.1,0,0,0,0
ENSG00000225294.1,0,0,1,1
ENSG00000253368.4,1014,1276,423,716
ENSG00000158246.8,321,1319,1531,1221
ENSG00000090020.11,1956,1875,1923,2210
ENSG00000229985.2,0,0,1,0
ENSG00000214973.3,3,3,3,2
ENSG00000225159.1,21,18,30,27
ENSG00000225990.2,0,0,0,0
ENSG00000224311.1,0,0,0,0
ENSG00000142784.16,1122,2344,1397,2092
ENSG00000252098.1,0,0,0,0
ENSG00000243659.1,0,2,1,2
ENSG00000186501.14,836,935,701,870
ENSG00000206888.1,0,0,0,0
ENSG00000241547.1,4,5,5,8
ENSG00000142765.18,493,100,528,539
ENSG00000142733.17,814,1595,1284,2241
ENSG00000142748.13,0,0,1,2
ENSG00000174950.11,0,0,1,10
ENSG00000231207.1,0,0,0,0
ENSG00000181773.7,82,27,36,73
ENSG00000158195.11,4431,6642,4801,6062
ENSG00000241169.1,0,0,0,0
ENSG00000237429.1,0,0,1,1
ENSG00000126705.15,1781,3978,2625,3439
ENSG00000000938.13,0,3,0,2
ENSG00000235912.1,92,74,58,69
ENSG00000233975.1,0,0,0,0
ENSG00000126709.15,233,2111,1624,859
ENSG00000225886.3,0,0,0,0
ENSG00000206767.1,0,0,0,0
ENSG00000226662.2,0,0,0,0
ENSG00000207095.1,0,0,0,0
ENSG00000287244.1,0,0,0,0
ENSG00000009780.16,211,287,219,290
ENSG00000231344.1,0,3,0,0
ENSG00000230833.1,0,0,1,1
ENSG00000117758.14,1867,1979,1301,1273
ENSG00000269971.1,3,0,0,1
ENSG00000270031.1,2,3,2,2
ENSG00000223062.1,0,0,0,0
ENSG00000286433.1,0,0,0,0
ENSG00000117751.18,1395,1552,1079,1225
ENSG00000252947.1,2,1,0,1
ENSG00000130775.16,492,527,465,307
ENSG00000117748.10,794,997,963,1024
ENSG00000130768.15,15,0,30,10
ENSG00000227050.1,0,0,0,0
ENSG00000158156.9,381,290,336,427
ENSG00000158161.16,778,772,578,794
ENSG00000238231.2,1,0,0,0
ENSG00000240750.3,3,2,1,0
ENSG00000228589.3,57,85,50,77
ENSG00000228943.1,0,0,0,0
ENSG00000214812.3,0,0,0,2
ENSG00000253005.1,0,0,0,0
ENSG00000169403.12,3,2,5,4
ENSG00000126698.11,2721,4101,3745,3197
ENSG00000130770.18,2075,1176,2083,1650
ENSG00000270605.1,14,9,34,21
ENSG00000271398.1,1,0,0,0
ENSG00000130766.5,2242,2284,1378,1902
ENSG00000130772.14,346,340,467,382
ENSG00000204138.13,1508,1543,1012,1239
ENSG00000206779.1,0,0,0,0
ENSG00000229820.2,0,1,0,2
ENSG00000221216.1,1,0,1,0
ENSG00000180198.16,959,890,523,844
ENSG00000242125.3,664,287,221,310
ENSG00000274266.1,0,0,0,0
ENSG00000200087.1,44,40,7,3
ENSG00000231468.2,1,2,1,0
ENSG00000279443.1,22,14,14,17
ENSG00000180098.9,394,354,368,409
ENSG00000197989.14,241,232,178,399
ENSG00000221539.1,3,0,1,9
ENSG00000278274.1,0,0,0,0
ENSG00000273544.1,0,0,0,0
ENSG00000280498.1,0,0,0,0
ENSG00000274582.1,0,0,0,0
ENSG00000120656.12,905,701,654,618
ENSG00000188060.7,176,340,511,509
ENSG00000229388.1,3,11,10,5
ENSG00000270103.3,0,0,0,0
ENSG00000274978.1,0,0,0,0
ENSG00000162419.12,585,855,583,599
ENSG00000252777.1,0,0,0,0
ENSG00000198492.16,2232,1846,1904,1713
ENSG00000116329.11,31,1,3,3
ENSG00000233427.1,6,7,5,3
ENSG00000199756.1,0,0,0,0
ENSG00000159023.21,1119,2205,1458,2437
ENSG00000225616.2,1,0,5,10
ENSG00000206704.1,0,0,0,0
ENSG00000277958.1,0,0,0,0
ENSG00000253304.2,286,575,169,425
ENSG00000225750.1,0,1,0,2
ENSG00000116350.17,2186,2600,1985,2544
ENSG00000277916.1,0,0,0,0
ENSG00000116353.16,516,359,278,421
ENSG00000237934.1,0,0,0,0
ENSG00000060656.20,624,1125,1043,370
ENSG00000230523.1,0,0,0,0
ENSG00000225011.4,0,0,0,0
ENSG00000228176.1,0,0,0,0
ENSG00000284676.1,0,0,0,0
ENSG00000270927.1,0,0,0,0
ENSG00000233399.2,0,0,0,0
ENSG00000233372.1,0,0,0,0
ENSG00000231251.1,0,0,0,0
ENSG00000236335.1,0,0,0,0
ENSG00000231949.1,0,0,0,0
ENSG00000162510.6,31,25,38,41
ENSG00000186056.10,63,42,76,116
ENSG00000287510.1,0,0,1,0
ENSG00000162511.8,98,5,14,21
ENSG00000264773.1,0,0,0,0
ENSG00000229607.1,0,0,0,0
ENSG00000223382.5,3,2,2,1
ENSG00000222784.1,0,0,0,0
ENSG00000235143.1,0,0,0,0
ENSG00000162512.16,2717,3312,3150,3537
ENSG00000266210.2,0,0,0,0
ENSG00000134644.16,2830,3330,2373,2557
ENSG00000237329.2,0,0,0,0
ENSG00000232768.1,0,0,0,0
ENSG00000215900.4,1,1,5,2
ENSG00000225142.2,0,0,0,0
ENSG00000084628.10,16,6,4,9
ENSG00000060688.13,956,908,814,942
ENSG00000229447.2,6,6,2,0
ENSG00000121766.16,1157,779,814,865
ENSG00000229044.1,1,0,0,5
ENSG00000121769.8,343,3777,2365,3703
ENSG00000168528.12,685,511,749,760
ENSG00000215899.3,0,0,0,1
ENSG00000206981.1,0,0,0,0
ENSG00000260386.6,0,0,0,0
ENSG00000265961.1,0,0,0,0
ENSG00000284543.1,0,0,0,0
ENSG00000229167.2,0,0,0,1
ENSG00000142910.16,16,78,3,8
ENSG00000121764.11,1,2,1,0
ENSG00000162517.13,1343,1534,1551,1629
ENSG00000235790.7,3,0,8,2
ENSG00000264078.1,0,0,0,0
ENSG00000084636.18,3013,24932,7790,13972
ENSG00000121753.12,516,961,504,931
ENSG00000266580.1,0,4,0,0
ENSG00000254545.1,0,0,0,0
ENSG00000134668.12,423,11,9,36
ENSG00000203620.2,0,0,0,0
ENSG00000269967.1,0,11,2,4
ENSG00000184007.22,8190,10761,7513,9122
ENSG00000228634.1,0,0,0,0
ENSG00000284702.1,0,0,0,0
ENSG00000121774.18,5275,5360,4513,5278
ENSG00000203325.3,0,0,0,0
ENSG00000121775.18,337,431,409,604
ENSG00000266203.1,0,0,0,0
ENSG00000276493.1,0,0,0,0
ENSG00000025800.14,2379,2160,1535,1912
ENSG00000250135.1,0,0,0,0
ENSG00000084652.16,3630,4902,4374,4860
ENSG00000160050.15,337,272,597,391
ENSG00000224066.1,21,13,8,8
ENSG00000160051.12,56,85,43,114
ENSG00000222046.2,0,2,0,0
ENSG00000160055.20,234,291,246,301
ENSG00000084623.11,4235,3717,2839,3708
ENSG00000220785.7,367,531,485,643
ENSG00000183615.6,36,156,75,127
ENSG00000182866.17,0,0,0,0
ENSG00000277617.1,0,0,0,0
ENSG00000252450.1,0,0,0,0
ENSG00000116478.12,1995,1883,1627,1748
ENSG00000175130.7,3424,2816,3624,2213
ENSG00000233775.1,0,4,1,1
ENSG00000162526.7,2,19,12,10
ENSG00000225828.1,57,44,57,59
ENSG00000160058.19,2064,1666,1860,1762
ENSG00000224333.1,0,0,0,0
ENSG00000270850.1,0,0,0,0
ENSG00000229259.1,0,0,0,0
ENSG00000263529.2,0,0,0,0
ENSG00000254553.1,0,0,0,0
ENSG00000273274.2,18,18,23,20
ENSG00000160062.15,279,395,299,412
ENSG00000176261.15,504,431,371,381
ENSG00000200591.1,0,0,0,0
ENSG00000162521.19,3952,4607,4509,4788
ENSG00000162520.15,1659,2668,1368,1100
ENSG00000224409.1,1,0,2,0
ENSG00000162522.11,1629,1606,1267,1696
ENSG00000134684.11,5159,3778,1838,4207
ENSG00000116497.18,1242,1198,1067,1270
ENSG00000160097.19,37,121,29,83
ENSG00000121905.10,4,13,11,21
ENSG00000121900.19,254,353,286,282
ENSG00000287691.1,0,0,0,0
ENSG00000116514.16,878,1484,1284,1446
ENSG00000278966.2,0,1,0,0
ENSG00000217644.5,0,0,0,0
ENSG00000239670.1,0,0,0,0
ENSG00000236065.2,0,0,0,0
ENSG00000004455.17,2926,2243,2417,2680
ENSG00000276645.1,0,0,1,1
ENSG00000142920.17,496,271,266,142
ENSG00000278997.1,8,1,14,7
ENSG00000116525.14,335,345,408,336
ENSG00000279179.1,0,0,0,1
ENSG00000284721.1,0,0,0,0
ENSG00000160094.15,1346,1766,1132,1482
ENSG00000270115.1,5,5,2,3
ENSG00000184389.9,0,0,0,1
ENSG00000225313.5,0,0,2,0
ENSG00000134686.18,2446,2803,2786,2417
ENSG00000284154.1,2,2,2,1
ENSG00000222112.1,4,13,7,1
ENSG00000233246.1,0,1,0,0
ENSG00000234512.1,0,0,0,0
ENSG00000121903.14,168,182,112,149
ENSG00000235907.2,1,0,0,0
ENSG00000121904.17,395,49,20,18
ENSG00000227000.2,0,0,0,0
ENSG00000176256.10,0,0,0,0
ENSG00000231163.6,0,0,0,0
ENSG00000201148.1,0,0,0,0
ENSG00000142698.15,1,0,3,0
ENSG00000270241.1,0,0,0,0
ENSG00000287703.1,0,0,0,0
ENSG00000207941.1,0,0,0,0
ENSG00000163866.9,716,756,583,616
ENSG00000189280.3,0,0,0,0
ENSG00000189433.7,0,0,0,0
ENSG00000255811.1,0,0,0,0
ENSG00000188910.8,1,2,4,2
ENSG00000187513.9,0,0,0,0
ENSG00000230163.1,0,1,0,0
ENSG00000116544.12,1,5,4,10
ENSG00000284773.1,6,17,13,21
ENSG00000241014.2,12,15,9,10
ENSG00000271741.1,0,0,0,0
ENSG00000243749.1,0,0,0,0
ENSG00000163867.17,385,340,311,343
ENSG00000197056.11,469,432,348,359
ENSG00000233940.1,0,0,0,0
ENSG00000228348.1,1,1,0,1
ENSG00000284640.1,0,0,1,3
ENSG00000116560.11,9261,6916,6252,8035
ENSG00000201868.1,0,0,0,0
ENSG00000146463.12,2693,2425,1768,1965
ENSG00000240374.3,0,0,0,0
ENSG00000201542.1,0,0,0,0
ENSG00000229994.1,44,90,49,73
ENSG00000227409.1,0,0,0,0
ENSG00000278702.1,0,0,0,0
ENSG00000142687.18,1393,1749,1222,1631
ENSG00000236274.1,0,0,0,0
ENSG00000020129.16,1684,1600,1411,1599
ENSG00000239636.1,4,3,8,4
ENSG00000116819.8,1,4,14,5
ENSG00000126067.12,4690,3680,4766,4108
ENSG00000142686.8,807,1679,1021,975
ENSG00000092853.14,514,162,73,387
ENSG00000232335.1,0,0,0,0
ENSG00000134698.11,495,648,421,554
ENSG00000092847.13,1626,1957,996,1376
ENSG00000271164.1,0,0,0,0
ENSG00000286899.1,0,0,0,0
ENSG00000271914.1,2,0,2,3
ENSG00000126070.20,1259,1957,1132,1540
ENSG00000271554.1,0,0,0,0
ENSG00000232862.5,3,0,0,1
ENSG00000092850.12,11,2,1,5
ENSG00000116863.11,792,926,732,764
ENSG00000171812.13,5996,9826,4694,7668
ENSG00000054116.12,1814,1986,2072,1830
ENSG00000116871.15,7373,4103,3603,4026
ENSG00000264592.2,0,0,0,0
ENSG00000054118.15,5878,5180,3184,4157
ENSG00000231849.1,1,0,0,0
ENSG00000214193.11,148,171,85,169
ENSG00000142694.6,1749,2586,1846,2213
ENSG00000286379.1,16,35,6,62
ENSG00000196182.11,1434,2429,1790,2507
ENSG00000181817.6,935,1031,992,845
ENSG00000222821.1,0,0,0,0
ENSG00000116885.18,108,180,109,158
ENSG00000201448.1,1,1,2,0
ENSG00000116898.12,1363,1189,1210,1316
ENSG00000119535.18,0,0,0,0
ENSG00000230214.1,0,0,0,0
ENSG00000284705.1,0,0,0,0
ENSG00000284720.1,0,0,0,0
ENSG00000234481.2,0,0,0,0
ENSG00000163873.10,2,11,3,13
ENSG00000284650.1,0,0,0,0
ENSG00000223944.2,0,0,0,0
ENSG00000264698.1,0,0,0,0
ENSG00000207328.1,0,0,0,0
ENSG00000252368.1,0,0,0,0
ENSG00000230451.2,0,0,0,0
ENSG00000233621.2,139,75,100,69
ENSG00000163874.11,270,206,274,246
ENSG00000283724.1,0,0,0,0
ENSG00000163875.16,1145,1470,1127,1109
ENSG00000263675.1,2,1,2,2
ENSG00000163877.11,523,749,571,572
ENSG00000232273.1,0,1,8,9
ENSG00000237749.4,1,5,2,2
ENSG00000163879.11,32,42,7,107
ENSG00000134697.13,2106,1451,1388,1666
ENSG00000284748.1,0,0,0,0
ENSG00000169218.14,0,0,0,0
ENSG00000116922.14,527,768,612,531
ENSG00000134690.11,519,67,57,453
ENSG00000183317.17,2,3,91,3
ENSG00000200421.1,0,0,0,0
ENSG00000214141.4,0,0,0,0
ENSG00000227416.2,0,0,0,0
ENSG00000185090.14,26,106,82,115
ENSG00000233728.1,0,0,0,0
ENSG00000196449.4,626,236,254,359
ENSG00000197982.14,1447,1693,2073,1795
ENSG00000188786.10,749,813,430,454
ENSG00000235673.1,0,0,0,0
ENSG00000230955.1,0,0,1,0
ENSG00000204084.13,627,863,512,729
ENSG00000252448.1,0,0,0,0
ENSG00000222282.1,0,0,0,0
ENSG00000277168.1,0,0,0,0
ENSG00000183431.12,2597,2385,1782,2293
ENSG00000212541.1,1,0,1,0
ENSG00000183386.10,1474,847,760,1172
ENSG00000183520.12,1404,1188,986,1109
ENSG00000185668.8,48,9,21,1
ENSG00000224592.5,2,1,10,1
ENSG00000223589.2,0,0,0,0
ENSG00000265596.1,0,0,0,0
ENSG00000284623.1,0,0,0,0
ENSG00000286552.1,0,0,0,0
ENSG00000287987.1,0,0,0,0
ENSG00000237290.2,0,0,0,0
ENSG00000275350.1,0,0,0,0
ENSG00000200796.1,0,0,0,0
ENSG00000238063.3,0,0,0,0
ENSG00000215895.4,11,8,4,14
ENSG00000284632.1,0,0,0,0
ENSG00000116954.8,649,2432,2051,1944
ENSG00000273637.1,0,0,0,0
ENSG00000228436.3,11,159,127,132
ENSG00000214114.9,300,62,61,59
ENSG00000274944.4,0,0,0,0
ENSG00000131233.10,0,0,0,0
ENSG00000158315.11,0,0,1,1
ENSG00000199963.1,0,1,0,1
ENSG00000207466.1,0,0,0,0
ENSG00000235549.1,0,0,0,0
ENSG00000174574.16,3040,2570,1670,1685
ENSG00000168653.11,2241,1282,2003,1895
ENSG00000127603.29,16090,18907,8203,8389
ENSG00000206654.1,0,0,0,0
ENSG00000222378.1,0,0,0,0
ENSG00000287422.1,0,0,0,0
ENSG00000226438.1,0,0,0,0
ENSG00000217897.2,0,0,0,0
ENSG00000183682.8,1,1,2,2
ENSG00000237624.1,2,3,1,2
ENSG00000243970.3,20,64,34,89
ENSG00000090621.14,4619,10214,4712,8330
ENSG00000228060.3,0,0,2,0
ENSG00000201457.1,8,4,1,4
ENSG00000163909.8,146,0,0,1
ENSG00000225903.1,0,0,0,0
ENSG00000116981.3,0,0,0,0
ENSG00000116983.13,0,4,1,12
ENSG00000084072.17,778,851,730,759
ENSG00000225333.6,0,0,0,0
ENSG00000252413.1,0,0,0,0
ENSG00000116985.12,0,1,0,0
ENSG00000198754.5,0,0,0,0
ENSG00000285905.1,0,0,0,0
ENSG00000261798.1,0,0,0,0
ENSG00000229213.1,0,0,0,0
ENSG00000284719.1,0,0,0,0
ENSG00000284678.1,0,0,0,0
ENSG00000043514.17,412,376,272,375
ENSG00000202222.1,0,0,0,0
ENSG00000116990.11,2,2,1,2
ENSG00000236546.1,2,1,1,0
ENSG00000207356.1,0,0,0,0
ENSG00000168389.18,259,203,590,324
ENSG00000228477.1,7,7,11,4
ENSG00000131236.17,14176,6523,6065,5425
ENSG00000131238.18,2342,3109,2958,3707
ENSG00000226745.2,0,0,0,0
ENSG00000117000.9,715,1133,767,853
ENSG00000207508.1,0,0,0,0
ENSG00000188800.6,0,0,0,1
ENSG00000259943.1,90,134,156,131
ENSG00000084073.10,2835,2279,1879,1762
ENSG00000231296.1,0,0,0,0
ENSG00000049089.15,75,97,54,201
ENSG00000227311.3,0,0,0,0
ENSG00000084070.12,1106,538,525,693
ENSG00000213172.3,0,0,0,0
ENSG00000284677.1,1,0,0,0
ENSG00000187801.15,262,195,89,155
ENSG00000260920.2,250,181,170,173
ENSG00000279667.1,7,3,2,3
ENSG00000187815.10,214,98,66,81
ENSG00000238287.1,8,9,5,12
ENSG00000164002.11,271,344,288,354
ENSG00000227278.1,0,0,2,0
ENSG00000238186.1,0,0,0,0
ENSG00000117010.17,108,95,50,66
ENSG00000286838.1,0,0,0,1
ENSG00000236505.1,0,0,0,0
ENSG00000233910.1,0,0,0,0
ENSG00000117016.10,351,251,135,231
ENSG00000287743.1,0,0,0,0
ENSG00000237899.1,1,1,1,0
ENSG00000272145.1,20,25,25,29
ENSG00000066136.20,857,1160,1071,1207
ENSG00000198974.3,0,0,0,0
ENSG00000207962.1,0,0,0,0
ENSG00000117013.17,6,2,1,12
ENSG00000264582.2,1,0,0,0
ENSG00000179862.7,921,890,1373,925
ENSG00000229528.1,0,0,0,0
ENSG00000228940.1,0,0,0,0
ENSG00000286668.1,0,0,0,0
ENSG00000233118.2,0,0,0,0
ENSG00000171793.16,1968,974,615,825
ENSG00000281207.1,26,24,8,20
ENSG00000171790.15,2,9,9,11
ENSG00000010803.16,1005,1395,1205,1679
ENSG00000215893.3,0,0,0,0
ENSG00000287400.1,0,3,3,6
ENSG00000235358.2,2,4,2,7
ENSG00000213987.4,0,0,0,0
ENSG00000286640.1,0,1,0,0
ENSG00000204060.7,49,440,352,452
ENSG00000229901.1,2,0,0,0
ENSG00000252563.1,0,0,0,0
ENSG00000127129.10,2,15,57,46
ENSG00000127124.16,796,712,511,268
ENSG00000230881.1,0,0,0,0
ENSG00000230638.4,0,0,0,0
ENSG00000284895.1,0,0,0,0
ENSG00000287587.1,0,0,0,0
ENSG00000227538.1,0,0,0,0
ENSG00000228776.2,0,0,0,0
ENSG00000044012.4,0,0,0,0
ENSG00000197273.4,0,0,0,0
ENSG00000198815.9,1748,1679,1271,1502
ENSG00000227527.2,0,0,0,0
ENSG00000177181.15,0,153,36,86
ENSG00000235002.1,0,0,0,0
ENSG00000066185.13,3,4,4,3
ENSG00000127125.9,1256,1409,1038,1009
ENSG00000186409.18,31,72,36,36
ENSG00000230116.1,0,0,1,0
ENSG00000236876.3,3,12,23,17
ENSG00000200254.1,0,0,0,0
ENSG00000236180.2,0,0,0,0
ENSG00000171960.11,444,329,309,401
ENSG00000285728.2,3,6,4,5
ENSG00000234917.2,3,4,6,5
ENSG00000065978.19,28379,31963,21790,25625
ENSG00000164007.11,7,0,20,23
ENSG00000117385.16,8543,7968,8483,10588
ENSG00000164008.16,125,157,82,92
ENSG00000283580.3,0,1,0,0
ENSG00000228452.1,0,0,0,0
ENSG00000274386.5,7,12,12,11
ENSG00000177868.12,315,558,526,443
ENSG00000164010.15,407,836,477,569
ENSG00000228192.8,21,26,17,27
ENSG00000164011.18,172,258,213,296
ENSG00000233708.1,0,0,0,0
ENSG00000237090.1,0,0,0,0
ENSG00000225099.1,1,3,4,5
ENSG00000117394.24,3308,1647,2063,1409
ENSG00000284138.1,1,0,0,0
ENSG00000227533.6,12,18,29,23
ENSG00000283973.2,2,2,1,1
ENSG00000207256.1,0,0,0,0
ENSG00000283136.1,0,0,0,0
ENSG00000277513.1,0,0,0,0
ENSG00000186973.11,14,8,7,11
ENSG00000117395.13,1898,830,750,1030
ENSG00000284410.1,0,0,0,0
ENSG00000243710.8,1,18,15,9
ENSG00000199240.1,0,0,0,0
ENSG00000179178.11,1,6,1,15
ENSG00000253313.6,0,0,0,0
ENSG00000066056.14,11,2,4,1
ENSG00000117400.18,2,6,2,12
ENSG00000287113.1,0,0,0,0
ENSG00000234694.1,1,1,3,1
ENSG00000117399.14,981,90,111,754
ENSG00000066322.15,1836,1035,1251,1138
ENSG00000283836.1,0,0,0,0
ENSG00000159479.17,1825,1223,1191,1545
ENSG00000229431.1,0,0,0,0
ENSG00000198198.17,1581,1886,1136,1607
ENSG00000229372.1,1,0,1,0
ENSG00000274975.1,0,0,0,0
ENSG00000178922.16,398,343,430,463
ENSG00000229348.1,0,0,0,3
ENSG00000142949.17,2345,7225,4372,5755
ENSG00000066135.13,1045,1205,931,860
ENSG00000284989.1,0,0,0,0
ENSG00000236200.6,12,4,15,13
ENSG00000126091.21,59,57,44,59
ENSG00000229444.1,0,0,0,0
ENSG00000283414.1,0,0,0,0
ENSG00000233674.2,0,0,0,0
ENSG00000283477.1,0,0,0,0
ENSG00000224751.2,0,0,0,0
ENSG00000117407.17,89,6,6,13
ENSG00000237950.3,7,13,9,15
ENSG00000288573.1,3,6,4,8
ENSG00000117408.11,1116,1028,900,1195
ENSG00000285649.1,5,2,1,1
ENSG00000132768.14,705,453,367,589
ENSG00000117410.14,1375,1432,1918,1879
ENSG00000117411.16,2773,1814,1088,1724
ENSG00000159214.13,105,66,96,102
ENSG00000196517.13,1233,1877,809,1701
