0,P2,P2 w/ testosterone,P5,P5 w/ testosterone,P11,P12,P12 w/ testosterone
ENSG00000186510.12,1,0,0,0,2,1,0
ENSG00000232456.1,0,0,0,1,0,2,1
ENSG00000184908.18,1,2,3,2,3,2,2
ENSG00000185519.9,6,6,3,3,9,6,7
ENSG00000142627.13,641,669,297,579,1270,7026,6525
ENSG00000227959.1,2,1,1,8,7,5,5
ENSG00000224621.1,1,0,2,0,4,3,4
ENSG00000234166.1,0,0,0,0,0,0,0
ENSG00000142632.17,157,182,73,177,196,234,246
ENSG00000237276.8,6,4,4,3,9,14,25
ENSG00000288398.1,158,171,62,142,133,284,324
ENSG00000132881.12,113,131,51,96,82,139,168
ENSG00000233929.1,4,6,2,7,4,3,1
ENSG00000037637.11,1028,1056,508,1015,1021,1443,1456
ENSG00000055070.17,4995,4794,2489,5108,5130,6240,6045
ENSG00000226457.1,0,1,0,0,0,0,0
ENSG00000187144.11,5,0,0,6,3,1,0
ENSG00000157191.20,1580,1380,753,1517,1439,2872,2712
ENSG00000226029.1,28,19,8,22,16,59,61
ENSG00000080947.15,97,259,114,365,195,188,209
ENSG00000206652.1,0,0,0,0,0,0,0
ENSG00000261135.1,0,0,1,1,0,0,0
ENSG00000285853.1,0,0,0,0,0,0,0
ENSG00000224174.2,0,0,0,0,0,0,0
ENSG00000233421.4,0,0,0,0,1,0,2
ENSG00000277344.1,0,0,0,0,0,0,0
ENSG00000225710.1,0,0,0,0,0,0,0
ENSG00000219481.10,764,1298,567,1223,1251,2093,2097
ENSG00000271732.1,0,0,0,0,0,1,1
ENSG00000215908.10,364,421,203,567,480,322,382
ENSG00000283773.1,0,0,0,0,0,0,0
ENSG00000186301.8,19,27,5,24,12,26,29
ENSG00000282143.1,0,0,0,0,0,0,0
ENSG00000207513.1,0,0,0,0,0,0,0
ENSG00000280114.1,0,0,0,0,0,0,0
ENSG00000236698.1,54,43,44,91,58,53,66
ENSG00000268869.6,0,0,4,0,0,0,0
ENSG00000279151.1,0,0,0,0,0,0,0
ENSG00000282740.1,0,0,0,0,0,0,1
ENSG00000058453.17,892,1120,564,1267,999,847,896
ENSG00000227684.2,2,0,0,2,0,0,0
ENSG00000207389.1,0,0,0,0,0,0,0
ENSG00000186715.11,9,16,10,20,15,10,21
ENSG00000223643.6,0,0,0,0,0,0,0
ENSG00000230239.1,0,0,0,0,0,0,0
ENSG00000263811.1,0,0,0,0,0,0,0
ENSG00000228549.4,0,0,0,0,0,3,2
ENSG00000277234.1,0,0,0,0,0,0,0
ENSG00000238142.2,182,156,70,155,108,77,104
ENSG00000235241.1,0,0,0,0,0,0,0
ENSG00000207005.1,0,0,0,0,0,0,0
ENSG00000272426.1,0,1,0,1,2,0,2
ENSG00000117122.14,4412,3859,2760,5307,5772,3146,2906
ENSG00000286898.1,11,9,9,13,12,2,2
ENSG00000226526.1,3,1,1,1,0,1,2
ENSG00000159363.19,770,817,380,766,734,3312,3452
ENSG00000288636.1,0,0,0,0,0,0,0
ENSG00000117118.10,1123,984,446,877,1076,1517,1539
ENSG00000117115.13,0,0,0,0,2,7,13
ENSG00000204362.6,0,0,1,2,1,80,120
ENSG00000282843.1,0,0,0,0,0,0,0
ENSG00000142623.11,1,0,0,1,4,90,63
ENSG00000142619.4,1,2,0,0,0,0,1
ENSG00000266634.1,0,0,0,0,0,0,0
ENSG00000159339.13,0,0,0,1,0,0,3
ENSG00000276747.1,0,0,0,0,0,0,0
ENSG00000227751.1,0,0,0,0,0,0,0
ENSG00000179051.14,4633,4856,2153,4400,4086,4404,4144
ENSG00000074964.17,446,545,227,491,623,1112,1249
ENSG00000236648.2,0,0,0,0,0,0,0
ENSG00000117148.8,1,1,2,6,1,0,0
ENSG00000284653.1,0,0,0,0,0,0,0
ENSG00000261781.1,1,0,0,0,0,0,0
ENSG00000117154.12,1,0,0,0,0,0,0
ENSG00000280222.1,0,0,0,0,0,0,0
ENSG00000230035.2,0,0,0,0,0,0,0
ENSG00000225387.1,0,0,0,0,0,0,0
ENSG00000179023.8,0,0,6,1,0,3,3
ENSG00000235282.3,0,0,0,1,0,0,0
ENSG00000225478.2,0,0,0,0,0,0,0
ENSG00000009709.12,0,0,0,0,0,0,1
ENSG00000179002.5,0,0,0,0,0,0,0
ENSG00000159423.17,150,126,52,116,187,408,409
ENSG00000265606.1,0,0,0,0,0,0,0
ENSG00000221662.1,0,0,0,0,0,0,0
ENSG00000169991.11,459,527,207,493,510,1307,936
ENSG00000272084.1,3,7,3,9,11,13,12
ENSG00000127481.15,3840,7240,2216,6589,6678,12982,12877
ENSG00000230424.1,46,25,17,39,35,57,62
ENSG00000127463.15,2056,2367,956,2112,2372,4211,4305
ENSG00000053372.5,833,785,345,616,713,965,936
ENSG00000286064.1,1,0,0,2,1,2,0
ENSG00000211454.15,12,10,6,12,20,7,15
ENSG00000162482.5,14,22,5,14,9,17,13
ENSG00000270728.1,0,0,0,0,0,0,0
ENSG00000053371.12,1304,1113,566,1029,1067,1194,1392
ENSG00000200403.1,1,0,1,1,0,0,2
ENSG00000040487.13,882,836,378,705,870,821,874
ENSG00000077549.19,4377,3956,2088,4304,4211,7530,7686
ENSG00000240490.3,0,0,0,0,0,0,0
ENSG00000173436.15,181,162,104,208,245,180,192
ENSG00000201609.1,0,0,0,0,0,0,0
ENSG00000235185.1,0,0,0,0,0,0,0
ENSG00000158747.15,3137,2864,1517,2653,1606,1596,1805
ENSG00000270136.6,0,0,0,0,0,0,0
ENSG00000226396.1,33,23,15,19,20,10,15
ENSG00000158748.4,1,0,2,2,0,1,0
ENSG00000162542.13,289,317,169,341,227,162,190
ENSG00000178828.7,0,0,0,0,0,0,0
ENSG00000235434.1,0,0,0,0,0,0,0
ENSG00000169914.6,313,410,166,449,511,603,678
ENSG00000188784.4,0,0,0,0,0,0,0
ENSG00000242688.3,0,0,0,0,0,0,0
ENSG00000188257.11,0,0,0,0,0,0,0
ENSG00000127472.11,0,0,0,0,0,0,0
ENSG00000117215.15,0,0,0,0,0,0,0
ENSG00000158786.5,0,0,0,0,0,0,0
ENSG00000227066.2,0,0,0,0,0,0,0
ENSG00000187980.6,0,0,0,0,0,0,0
ENSG00000225986.1,0,0,0,0,0,0,1
ENSG00000162543.6,0,0,0,0,0,1,0
ENSG00000228105.2,0,0,0,0,0,0,0
ENSG00000284710.1,0,0,0,0,0,0,0
ENSG00000158816.15,0,0,0,0,0,0,0
ENSG00000226664.1,0,0,0,0,0,0,0
ENSG00000236963.7,0,1,1,0,0,0,0
ENSG00000226487.1,0,0,0,0,0,0,0
ENSG00000284641.1,0,0,0,0,0,0,0
ENSG00000284743.1,0,0,0,0,0,0,0
ENSG00000162545.6,133,137,164,263,143,1004,1014
ENSG00000090432.7,1292,1119,588,1322,1229,1133,1188
ENSG00000215520.3,0,0,0,0,0,0,0
ENSG00000183114.8,288,233,217,432,405,109,73
ENSG00000158825.6,38,29,27,64,95,110,206
ENSG00000158828.8,2065,2022,1319,2674,2599,2699,3056
ENSG00000284005.1,0,0,0,0,0,0,0
ENSG00000117242.7,403,432,170,311,468,717,746
ENSG00000244038.11,7930,7443,3226,6269,8205,9070,9668
ENSG00000117245.12,33,38,7,31,27,169,119
ENSG00000235432.1,0,0,0,0,0,0,0
ENSG00000189410.12,110,102,29,77,52,140,168
ENSG00000233069.1,1,1,0,0,0,0,1
ENSG00000127483.19,5558,7217,3491,8435,7562,6671,6346
ENSG00000075151.20,3432,4254,2000,4587,4834,7115,7138
ENSG00000251914.1,0,0,0,0,0,0,0
ENSG00000221808.1,0,0,0,0,0,0,0
ENSG00000233072.1,5,0,0,0,1,0,0
ENSG00000236073.2,0,0,0,0,0,0,2
ENSG00000235112.1,0,0,0,0,0,0,0
ENSG00000287192.1,0,1,0,4,2,3,5
ENSG00000117298.16,1082,1201,483,1114,1279,9960,10771
ENSG00000236936.1,0,0,0,0,0,0,0
ENSG00000231105.2,0,1,0,1,2,7,8
ENSG00000236216.5,4,0,0,3,1,4,0
ENSG00000228823.1,0,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0,0
ENSG00000227001.3,23,17,6,24,35,62,75
ENSG00000187952.9,1,1,2,0,0,2,1
ENSG00000186543.7,0,0,0,0,0,0,0
ENSG00000142794.18,421,412,188,446,229,528,598
ENSG00000176378.8,0,0,0,0,0,0,0
ENSG00000162551.14,46,40,25,42,78,809,637
ENSG00000233431.1,0,0,0,0,0,0,0
ENSG00000076864.19,185,159,95,196,112,276,160
ENSG00000090686.16,2056,2128,996,2320,2251,3894,4120
ENSG00000231978.2,0,0,0,0,0,0,0
ENSG00000187942.12,97,96,88,189,181,105,101
ENSG00000142798.20,10742,16947,6956,18669,22940,27320,31378
ENSG00000232037.3,0,0,1,0,1,0,2
ENSG00000283234.1,0,0,0,0,0,0,0
ENSG00000219073.8,0,0,0,0,0,0,0
ENSG00000285959.1,0,0,0,0,0,0,0
ENSG00000273610.1,0,0,0,0,0,0,0
ENSG00000201919.1,0,0,0,0,0,0,0
ENSG00000142789.20,0,0,0,0,0,0,0
ENSG00000278124.1,0,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0,0
ENSG00000228397.3,2,2,0,0,1,5,3
ENSG00000218510.8,145,149,59,187,141,115,139
ENSG00000070831.17,6826,5991,3116,6263,6360,9644,9843
ENSG00000285752.1,2,1,1,0,6,6,11
ENSG00000285794.1,0,0,0,0,0,0,0
ENSG00000230068.2,2,1,3,1,1,3,3
ENSG00000271428.1,0,0,0,0,0,0,0
ENSG00000162552.15,0,0,0,1,2,0,1
ENSG00000285873.1,0,0,0,0,0,2,0
ENSG00000266564.1,0,0,0,0,0,0,0
ENSG00000234397.3,0,0,0,0,0,1,0
ENSG00000279625.1,0,0,0,0,0,0,0
ENSG00000184677.18,882,1207,513,1211,1087,1655,1662
ENSG00000237200.1,1,3,2,2,3,2,3
ENSG00000070886.12,2,1,0,2,1,1,3
ENSG00000276835.2,0,0,0,0,0,0,0
ENSG00000173372.17,0,0,0,0,1,0,0
ENSG00000159189.12,0,0,0,0,0,0,0
ENSG00000173369.17,0,1,0,1,0,0,0
ENSG00000133216.16,941,1111,797,1737,453,1669,1321
ENSG00000265422.1,0,0,0,0,0,0,0
ENSG00000225952.1,0,0,0,0,0,0,0
ENSG00000264014.1,0,0,0,0,0,0,0
ENSG00000215906.8,0,0,0,0,1,0,0
ENSG00000227868.6,0,3,0,2,0,2,5
ENSG00000004487.17,2878,2961,1597,3522,3279,4025,3973
ENSG00000240553.1,0,0,0,0,0,0,0
ENSG00000263793.1,0,0,0,0,0,0,0
ENSG00000266802.1,0,0,0,0,0,0,0
ENSG00000169641.13,1581,2084,955,2191,2237,8484,6237
ENSG00000229010.1,0,0,0,0,0,0,0
ENSG00000206935.1,0,0,0,0,0,0,0
ENSG00000252578.1,0,0,0,0,0,0,0
ENSG00000179546.4,0,4,1,0,1,234,167
ENSG00000215381.3,0,0,0,1,1,0,0
ENSG00000261326.4,143,241,109,284,188,165,185
ENSG00000284726.1,0,0,0,0,0,0,0
ENSG00000125944.21,5150,5191,2340,5233,5193,4124,4075
ENSG00000125945.15,879,1043,767,1674,1072,932,835
ENSG00000249087.7,24,35,29,96,48,58,51
ENSG00000201405.1,0,0,0,0,0,0,0
ENSG00000271420.1,3,10,0,6,14,4,4
ENSG00000204219.11,1272,1140,470,977,2258,417,423
ENSG00000232482.2,0,0,0,0,0,0,0
ENSG00000088280.19,2909,3130,1186,2497,3073,531,640
ENSG00000007968.7,63,62,18,49,91,0,0
ENSG00000235052.1,0,1,0,0,1,4,1
ENSG00000117318.9,97,82,220,452,1110,1242,277
ENSG00000285802.1,0,0,0,0,0,1,0
ENSG00000197880.9,0,0,0,0,0,11,6
ENSG00000229239.2,0,0,0,0,0,0,0
ENSG00000142676.14,17782,14045,7637,14575,17360,13959,15449
ENSG00000236810.6,51,46,32,47,57,32,56
ENSG00000011007.12,1599,1748,748,1576,1574,3367,3395
ENSG00000057757.10,1336,1268,532,1153,1193,1774,1936
ENSG00000011009.11,1281,1132,447,1036,1162,1349,1346
ENSG00000117308.15,1315,1251,404,840,1432,908,1153
ENSG00000117305.15,1110,955,489,950,769,1142,1182
ENSG00000179163.12,881,795,484,988,1162,509,613
ENSG00000188822.8,0,0,0,0,1,0,0
ENSG00000229106.1,0,0,0,0,0,0,0
ENSG00000232557.3,0,0,0,0,0,0,0
ENSG00000264926.1,0,0,0,0,0,0,0
ENSG00000230228.2,0,1,0,0,0,0,1
ENSG00000189266.13,2180,2034,1022,1988,2510,1546,1663
ENSG00000188529.15,2923,3282,1375,3292,3878,4164,4204
ENSG00000215905.4,0,0,0,0,0,0,0
ENSG00000225315.2,0,1,0,0,0,1,1
ENSG00000142661.19,17,18,4,9,19,457,402
ENSG00000230703.1,0,0,0,0,0,0,0
ENSG00000142677.4,0,0,0,0,0,0,0
ENSG00000185436.12,2,0,11,16,11,6,3
ENSG00000230023.2,1,0,0,0,0,0,0
ENSG00000232298.2,0,1,0,1,1,3,1
ENSG00000158055.16,7,10,3,11,6,13,10
ENSG00000001460.18,145,133,73,125,93,612,542
ENSG00000001461.17,660,786,384,820,785,4159,4304
ENSG00000286061.1,1,0,0,0,0,6,3
ENSG00000117602.12,56,81,40,69,32,573,587
ENSG00000264443.1,0,0,0,0,0,0,0
ENSG00000184454.7,0,0,0,0,0,0,0
ENSG00000227312.2,0,0,0,0,0,0,0
ENSG00000239106.1,0,0,0,0,0,0,0
ENSG00000133226.17,1975,2528,1173,2915,2574,2349,2446
ENSG00000284699.1,0,0,0,0,0,0,0
ENSG00000169504.15,15204,16323,6593,13886,17808,42290,45143
ENSG00000238482.1,0,0,0,0,0,0,0
ENSG00000020633.19,0,0,0,0,0,5,2
ENSG00000278034.1,0,0,0,0,0,0,0
ENSG00000229162.1,0,0,0,0,0,5,2
ENSG00000261025.1,1,0,0,1,0,1,2
ENSG00000264371.1,0,0,0,0,0,0,0
ENSG00000285823.1,0,0,0,0,0,0,0
ENSG00000233755.1,0,0,0,0,0,0,0
ENSG00000233419.3,0,0,0,0,0,0,0
ENSG00000231953.2,0,0,0,0,0,0,0
ENSG00000117614.10,1312,1116,534,1052,1107,1169,1294
ENSG00000284602.1,13,40,11,28,31,16,16
ENSG00000284657.1,4,5,1,6,6,8,3
ENSG00000117616.18,1268,1630,726,1851,1386,1654,1723
ENSG00000272432.1,3,3,1,3,2,0,3
ENSG00000261349.1,6,9,2,8,9,12,16
ENSG00000187010.21,1,1,0,0,0,0,1
ENSG00000224183.1,1,4,2,6,3,5,6
ENSG00000259984.1,2,1,1,2,0,3,1
ENSG00000183726.11,2187,1921,1000,1867,2078,3350,3458
ENSG00000188672.19,18,13,4,8,11,44,52
ENSG00000238084.4,3,2,0,0,1,1,5
ENSG00000204178.11,1787,1712,674,1383,1623,2379,2178
ENSG00000157978.12,1073,1235,452,1048,1040,961,1104
ENSG00000225643.1,3,4,0,6,4,1,0
ENSG00000117643.14,947,1071,704,1496,726,144,123
ENSG00000233478.1,0,0,0,0,0,0,0
ENSG00000162430.17,6579,7318,3420,7227,4416,4611,5106
ENSG00000255054.3,0,0,0,0,0,0,0
ENSG00000228172.5,7,11,4,5,10,13,15
ENSG00000117640.18,1181,1077,594,1299,1305,1239,1393
ENSG00000272478.1,0,0,0,0,0,0,0
ENSG00000127423.11,27,34,8,12,26,11,7
ENSG00000236528.1,4,4,0,4,4,2,4
ENSG00000182749.6,490,519,227,522,477,837,946
ENSG00000207302.1,0,0,0,0,0,0,0
ENSG00000117632.23,3696,3022,2334,4474,3339,1139,1569
ENSG00000229786.1,0,0,0,0,0,0,0
ENSG00000223624.1,0,0,0,0,0,0,0
ENSG00000283938.1,0,0,0,0,0,0,0
ENSG00000158006.14,504,482,160,380,534,990,1026
ENSG00000207237.1,0,0,0,0,0,0,0
ENSG00000252190.1,0,0,0,0,0,0,0
ENSG00000252691.1,0,0,0,0,0,0,0
ENSG00000158008.10,2,6,0,5,5,475,395
ENSG00000158014.15,0,0,0,0,0,0,0
ENSG00000284309.1,0,0,0,0,0,0,0
ENSG00000158022.7,23,39,7,44,20,0,10
ENSG00000175087.10,308,304,155,291,320,179,192
ENSG00000197245.6,2,4,1,4,0,0,0
ENSG00000282872.2,0,0,0,0,0,0,0
ENSG00000236782.7,1,2,0,0,0,0,4
ENSG00000142684.9,302,252,113,227,283,400,467
ENSG00000142675.18,14,16,5,16,23,24,18
ENSG00000188782.9,0,0,0,0,0,0,0
ENSG00000236155.6,7,6,5,8,4,5,9
ENSG00000278572.1,0,0,0,0,0,0,0
ENSG00000130695.15,528,614,218,559,608,711,680
ENSG00000270733.1,0,0,0,0,0,0,0
ENSG00000142669.15,6397,5121,2800,4798,4775,8378,8623
ENSG00000158062.20,362,363,169,401,366,157,165
ENSG00000169442.9,4,2,3,5,0,0,0
ENSG00000176092.15,2,0,0,0,3,0,0
ENSG00000225854.2,0,0,0,1,0,0,0
ENSG00000176083.18,0,0,0,0,0,0,0
ENSG00000131914.11,0,1,0,0,0,0,0
ENSG00000117682.17,1906,2000,659,1529,1770,3071,3436
ENSG00000223583.1,2,1,1,1,0,0,1
ENSG00000225891.2,2,5,5,7,1,0,1
ENSG00000198830.11,6377,5684,2787,5720,5543,1913,2219
ENSG00000224129.1,0,0,0,0,0,0,0
ENSG00000117676.14,349,412,249,573,371,98,97
ENSG00000238705.1,0,0,0,0,0,0,0
ENSG00000243905.3,0,0,0,0,0,0,0
ENSG00000252802.1,0,0,0,0,0,0,0
ENSG00000252429.2,0,0,0,0,0,0,0
ENSG00000229247.2,0,0,0,0,0,0,0
ENSG00000238316.1,0,0,0,0,0,0,0
ENSG00000235069.2,0,0,0,0,0,0,0
ENSG00000260063.1,9,10,4,14,7,14,11
ENSG00000117713.20,2312,2984,1334,3404,2985,3263,3112
ENSG00000060642.11,529,540,284,581,744,647,701
ENSG00000241188.3,1,1,0,0,0,0,0
ENSG00000287810.1,0,0,0,0,0,0,1
ENSG00000204160.12,1007,1073,474,1019,917,1899,1820
ENSG00000175793.12,61,38,29,57,10,5,6
ENSG00000142751.15,693,626,317,695,790,1453,1620
ENSG00000226698.1,0,0,0,0,0,0,0
ENSG00000198746.13,445,398,160,352,344,355,349
ENSG00000090273.14,2791,2418,1102,2212,2526,3697,3905
ENSG00000131910.5,0,0,0,0,0,2,0
ENSG00000175707.9,0,1,0,0,0,0,0
ENSG00000172746.6,2,1,1,2,1,0,3
ENSG00000224064.1,0,0,0,0,0,0,0
ENSG00000225294.1,1,1,0,0,1,4,2
ENSG00000253368.4,846,664,220,471,881,2223,2777
ENSG00000158246.8,1042,883,744,1491,2195,78,84
ENSG00000090020.11,2027,1990,693,1474,1621,3429,2921
ENSG00000229985.2,1,0,0,0,0,0,0
ENSG00000214973.3,2,7,1,4,10,2,3
ENSG00000225159.1,31,32,13,39,31,15,21
ENSG00000225990.2,0,0,0,0,0,0,0
ENSG00000224311.1,0,0,0,0,0,0,0
ENSG00000142784.16,1945,2131,1069,2346,2151,1491,1563
ENSG00000252098.1,0,0,0,0,0,0,0
ENSG00000243659.1,6,3,2,1,2,5,2
ENSG00000186501.14,901,822,416,873,892,974,1018
ENSG00000206888.1,1,3,0,0,1,1,1
ENSG00000241547.1,9,5,2,5,3,9,7
ENSG00000142765.18,216,224,80,148,97,104,117
ENSG00000142733.17,1095,1094,445,1077,1608,972,1096
ENSG00000142748.13,3,2,1,0,1,0,1
ENSG00000174950.11,3,0,0,1,0,0,0
ENSG00000231207.1,0,0,0,0,0,0,0
ENSG00000181773.7,32,31,13,23,41,85,78
ENSG00000158195.11,5652,6533,2669,5817,6598,4921,5150
ENSG00000241169.1,0,0,0,0,0,0,0
ENSG00000237429.1,4,1,0,0,0,1,1
ENSG00000126705.15,2635,3327,1299,2912,3356,2046,2236
ENSG00000000938.13,0,2,0,0,2,0,0
ENSG00000235912.1,73,72,28,73,72,81,104
ENSG00000233975.1,4,0,0,0,0,0,0
ENSG00000126709.15,2693,1902,1250,2271,2571,3689,717
ENSG00000225886.3,0,0,0,0,0,0,0
ENSG00000206767.1,0,0,0,0,0,0,0
ENSG00000226662.2,0,0,0,1,0,0,0
ENSG00000207095.1,0,0,0,0,0,0,0
ENSG00000287244.1,0,0,0,0,0,0,0
ENSG00000009780.16,372,361,143,292,286,273,254
ENSG00000231344.1,1,0,0,0,0,2,1
ENSG00000230833.1,0,0,0,0,0,0,0
ENSG00000117758.14,1485,1404,687,1446,1388,2527,2515
ENSG00000269971.1,1,0,0,1,1,0,0
ENSG00000270031.1,1,3,1,2,2,2,3
ENSG00000223062.1,0,0,0,0,0,0,0
ENSG00000286433.1,2,0,0,0,1,0,0
ENSG00000117751.18,1172,1063,554,1099,1218,1592,1538
ENSG00000252947.1,0,4,0,1,0,1,0
ENSG00000130775.16,716,812,247,626,227,328,253
ENSG00000117748.10,1090,884,451,815,956,1015,1053
ENSG00000130768.15,9,4,7,17,13,2,2
ENSG00000227050.1,0,1,0,0,0,1,0
ENSG00000158156.9,339,324,169,400,375,369,342
ENSG00000158161.16,622,812,339,819,865,1039,1054
ENSG00000238231.2,0,0,0,0,0,0,0
ENSG00000240750.3,0,2,0,0,0,2,0
ENSG00000228589.3,95,86,34,51,75,64,61
ENSG00000228943.1,0,0,0,0,0,0,0
ENSG00000214812.3,0,0,0,1,0,0,1
ENSG00000253005.1,0,0,0,0,0,0,0
ENSG00000169403.12,1,6,2,0,5,4,6
ENSG00000126698.11,3516,3035,1553,3204,3000,2910,2882
ENSG00000130770.18,1681,1344,821,1726,1529,2418,2716
ENSG00000270605.1,19,23,23,43,16,19,29
ENSG00000271398.1,0,0,0,0,0,0,0
ENSG00000130766.5,1925,2100,722,1486,1721,3144,2925
ENSG00000130772.14,449,374,193,396,292,459,495
ENSG00000204138.13,1231,1318,644,1395,1230,1530,1356
ENSG00000206779.1,0,0,0,0,0,0,0
ENSG00000229820.2,0,2,1,2,0,0,0
ENSG00000221216.1,0,1,0,0,0,0,1
ENSG00000180198.16,959,854,400,766,1144,1040,1132
ENSG00000242125.3,333,374,173,262,334,354,458
ENSG00000274266.1,0,0,0,0,0,0,0
ENSG00000200087.1,12,5,4,3,2,16,38
ENSG00000231468.2,0,0,0,0,0,0,0
ENSG00000279443.1,12,17,7,13,24,24,35
ENSG00000180098.9,353,338,175,337,316,390,418
ENSG00000197989.14,508,473,161,395,420,255,347
ENSG00000221539.1,2,4,7,6,11,4,4
ENSG00000278274.1,0,0,0,0,0,0,0
ENSG00000273544.1,0,0,0,0,0,0,0
ENSG00000280498.1,0,0,0,0,0,0,0
ENSG00000274582.1,0,0,0,0,0,0,0
ENSG00000120656.12,833,683,318,658,693,1288,1380
ENSG00000188060.7,504,478,274,578,374,117,174
ENSG00000229388.1,8,3,1,12,3,1,8
ENSG00000270103.3,0,0,0,0,0,0,0
ENSG00000274978.1,0,0,0,1,0,0,0
ENSG00000162419.12,617,600,299,588,549,629,598
ENSG00000252777.1,0,0,0,0,0,0,0
ENSG00000198492.16,1665,1680,833,1682,1570,2434,2382
ENSG00000116329.11,0,0,0,0,2,5,0
ENSG00000233427.1,3,6,4,4,8,6,4
ENSG00000199756.1,0,0,0,0,0,0,0
ENSG00000159023.21,1948,2273,828,1988,2347,1517,1643
ENSG00000225616.2,4,2,0,3,7,1,6
ENSG00000206704.1,0,0,0,0,0,0,0
ENSG00000277958.1,0,0,0,0,0,0,0
ENSG00000253304.2,408,425,253,488,588,257,249
ENSG00000225750.1,0,1,3,2,0,0,0
ENSG00000116350.17,2424,2384,1062,2284,2669,2317,2549
ENSG00000277916.1,0,0,0,0,0,0,0
ENSG00000116353.16,411,389,177,358,304,398,469
ENSG00000237934.1,0,0,0,0,0,0,0
ENSG00000060656.20,542,666,374,733,858,1558,1425
ENSG00000230523.1,0,0,0,0,0,0,0
ENSG00000225011.4,0,0,0,0,0,0,0
ENSG00000228176.1,0,0,0,0,0,1,0
ENSG00000284676.1,0,0,0,0,0,0,0
ENSG00000270927.1,0,0,0,0,0,0,0
ENSG00000233399.2,0,0,0,0,0,0,0
ENSG00000233372.1,0,0,0,0,0,0,0
ENSG00000231251.1,0,0,0,0,0,0,0
ENSG00000236335.1,0,0,0,0,0,0,0
ENSG00000231949.1,0,0,0,0,0,0,0
ENSG00000162510.6,18,33,13,42,59,16,25
ENSG00000186056.10,77,104,37,101,101,74,73
ENSG00000287510.1,0,1,0,0,2,0,1
ENSG00000162511.8,22,10,6,15,46,31,16
ENSG00000264773.1,0,0,0,0,0,0,0
ENSG00000229607.1,0,0,0,0,0,0,0
ENSG00000223382.5,0,1,0,1,3,0,3
ENSG00000222784.1,0,0,0,0,0,0,0
ENSG00000235143.1,0,0,0,0,0,0,0
ENSG00000162512.16,2231,2415,1985,5078,3728,2896,3757
ENSG00000266210.2,0,0,0,0,0,0,0
ENSG00000134644.16,2256,2629,1341,2847,2896,4063,4004
ENSG00000237329.2,0,0,0,0,0,0,0
ENSG00000232768.1,0,0,0,0,0,0,0
ENSG00000215900.4,0,1,0,1,1,3,5
ENSG00000225142.2,0,0,0,0,0,0,0
ENSG00000084628.10,4,6,3,3,8,53,67
ENSG00000060688.13,967,917,405,809,881,869,962
ENSG00000229447.2,5,1,2,3,2,3,3
ENSG00000121766.16,1013,962,392,801,721,1963,2074
ENSG00000229044.1,0,0,0,1,3,0,0
ENSG00000121769.8,1782,1425,551,1090,3063,145,133
ENSG00000168528.12,697,664,375,684,1048,3182,3400
ENSG00000215899.3,0,3,0,0,0,0,0
ENSG00000206981.1,0,0,0,0,0,0,0
ENSG00000260386.6,0,0,0,0,0,0,0
ENSG00000265961.1,0,0,0,0,0,0,0
ENSG00000284543.1,0,0,0,0,0,1,0
ENSG00000229167.2,0,0,0,0,0,0,0
ENSG00000142910.16,3,2,1,1,13,22,13
ENSG00000121764.11,0,0,0,0,0,0,1
ENSG00000162517.13,1692,1411,682,1324,1673,1572,1621
ENSG00000235790.7,4,1,4,4,7,0,0
ENSG00000264078.1,0,0,0,0,0,0,0
ENSG00000084636.18,9515,11301,3981,8810,20668,2668,2715
ENSG00000121753.12,1003,1067,362,792,1487,818,889
ENSG00000266580.1,0,0,3,0,1,0,0
ENSG00000254545.1,0,0,0,0,0,0,0
ENSG00000134668.12,38,50,13,17,13,135,80
ENSG00000203620.2,0,0,0,0,0,0,0
ENSG00000269967.1,0,3,0,3,4,6,6
ENSG00000184007.22,10492,10030,3831,7593,10153,11008,12042
ENSG00000228634.1,0,0,0,0,0,0,0
ENSG00000284702.1,0,0,0,0,0,0,0
ENSG00000121774.18,5163,5002,2564,5194,4802,3374,3427
ENSG00000203325.3,0,0,0,0,0,0,0
ENSG00000121775.18,559,502,276,528,587,285,272
ENSG00000266203.1,0,0,0,1,0,2,0
ENSG00000276493.1,0,0,0,0,0,0,0
ENSG00000025800.14,1869,1995,841,1837,2088,3612,3495
ENSG00000250135.1,0,0,0,0,0,0,0
ENSG00000084652.16,4403,5243,2079,4638,4952,4992,5276
ENSG00000160050.15,346,263,177,361,442,201,205
ENSG00000224066.1,6,12,14,18,8,19,21
ENSG00000160051.12,115,96,45,75,85,44,56
ENSG00000222046.2,0,1,0,0,0,0,0
ENSG00000160055.20,233,275,118,231,169,201,242
ENSG00000084623.11,3591,3065,1421,2722,3366,4577,4924
ENSG00000220785.7,552,665,359,832,751,106,178
ENSG00000183615.6,110,84,54,118,131,41,49
ENSG00000182866.17,0,1,0,0,1,0,0
ENSG00000277617.1,0,0,0,0,0,0,0
ENSG00000252450.1,0,0,0,0,0,0,0
ENSG00000116478.12,1666,1645,930,2025,1840,1922,2037
ENSG00000175130.7,2705,2271,2850,5528,2478,1615,1657
ENSG00000233775.1,0,4,1,2,0,2,0
ENSG00000162526.7,5,16,6,24,6,5,8
