0,C25,C25 w/ testosterone,C24,C24 w/ testosterone,C31,C31 w/ testosterone,C32
ENSG00000233078.1,0,0,0,0,0,0,0
ENSG00000173641.17,7,8,81,63,117,86,328
ENSG00000186510.12,0,0,0,0,0,0,4
ENSG00000232456.1,0,0,2,1,0,0,3
ENSG00000184908.18,3,5,2,3,3,5,3
ENSG00000185519.9,4,4,46,38,2,3,8
ENSG00000142627.13,2084,2495,1550,1794,724,681,725
ENSG00000227959.1,5,4,7,10,0,0,1
ENSG00000224621.1,2,2,8,3,1,1,0
ENSG00000234166.1,0,0,0,0,0,0,0
ENSG00000142632.17,237,258,144,276,148,136,197
ENSG00000237276.8,11,10,12,7,6,5,4
ENSG00000288398.1,182,228,201,345,163,190,187
ENSG00000132881.12,112,126,156,249,104,86,130
ENSG00000233929.1,0,0,0,2,12,20,0
ENSG00000037637.11,1007,1299,1267,1094,899,831,966
ENSG00000055070.17,5218,6725,7402,7549,4248,4237,4282
ENSG00000226457.1,0,3,0,0,1,0,1
ENSG00000187144.11,0,0,1,3,1,0,1
ENSG00000157191.20,1699,2126,1958,2436,1679,1729,1376
ENSG00000226029.1,19,9,41,32,25,16,17
ENSG00000080947.15,150,176,158,281,158,92,160
ENSG00000206652.1,0,0,0,0,0,0,0
ENSG00000261135.1,0,0,1,0,0,0,0
ENSG00000285853.1,0,0,0,0,0,0,0
ENSG00000224174.2,0,0,0,0,0,0,0
ENSG00000233421.4,3,0,0,0,0,0,1
ENSG00000277344.1,0,0,0,0,0,0,0
ENSG00000225710.1,0,0,0,0,0,0,0
ENSG00000219481.10,1719,2284,1667,1200,843,486,1192
ENSG00000271732.1,0,0,0,0,1,0,0
ENSG00000215908.10,282,357,410,714,499,466,646
ENSG00000283773.1,0,0,0,0,0,0,0
ENSG00000186301.8,27,17,17,10,20,25,17
ENSG00000282143.1,0,0,0,0,0,0,0
ENSG00000207513.1,0,0,0,1,0,0,0
ENSG00000280114.1,0,0,0,0,0,0,0
ENSG00000236698.1,116,145,128,174,70,72,118
ENSG00000268869.6,1,1,1,1,0,0,1
ENSG00000279151.1,0,0,0,0,0,0,0
ENSG00000282740.1,0,0,0,0,0,0,0
ENSG00000058453.17,955,1227,1045,2493,863,715,1052
ENSG00000227684.2,0,0,1,0,2,0,0
ENSG00000207389.1,0,0,0,0,0,0,0
ENSG00000186715.11,7,18,13,6,16,11,17
ENSG00000223643.6,0,0,0,0,0,0,0
ENSG00000230239.1,0,0,0,0,0,0,0
ENSG00000263811.1,0,0,0,0,0,0,0
ENSG00000228549.4,2,4,0,1,0,0,0
ENSG00000277234.1,0,0,0,0,0,0,0
ENSG00000238142.2,123,149,139,111,130,148,96
ENSG00000235241.1,0,0,0,0,0,0,0
ENSG00000207005.1,0,2,0,0,1,2,0
ENSG00000272426.1,1,3,0,0,0,1,0
ENSG00000117122.14,4729,5953,4606,4448,4050,4412,4612
ENSG00000286898.1,3,1,1,17,9,16,12
ENSG00000226526.1,8,2,0,0,4,1,1
ENSG00000159363.19,2098,2630,510,633,481,373,850
ENSG00000288636.1,0,0,0,0,0,0,0
ENSG00000117118.10,1489,1907,1142,1139,1057,1199,1091
ENSG00000117115.13,5,1,0,1,0,0,23
ENSG00000204362.6,20,5,0,2,0,0,2
ENSG00000282843.1,0,0,0,0,0,0,0
ENSG00000142623.11,4,5,1,0,0,0,2
ENSG00000142619.4,1,1,1,0,2,5,0
ENSG00000266634.1,0,0,0,0,0,0,0
ENSG00000159339.13,0,1,0,0,0,0,0
ENSG00000276747.1,0,0,0,0,0,0,0
ENSG00000227751.1,0,1,0,0,0,0,1
ENSG00000179051.14,5016,6889,3887,4671,5741,5581,4438
ENSG00000074964.17,538,733,496,905,456,292,545
ENSG00000236648.2,0,0,0,0,0,0,0
ENSG00000117148.8,1,0,0,0,1,0,0
ENSG00000284653.1,0,0,0,0,0,0,0
ENSG00000261781.1,0,0,0,0,0,0,0
ENSG00000117154.12,0,0,0,0,0,0,0
ENSG00000280222.1,0,0,0,0,0,0,0
ENSG00000230035.2,0,0,0,0,0,0,0
ENSG00000225387.1,0,0,0,0,0,0,0
ENSG00000179023.8,0,0,0,0,0,0,0
ENSG00000235282.3,0,0,0,0,0,0,0
ENSG00000225478.2,0,0,0,0,0,0,0
ENSG00000009709.12,0,0,0,0,0,0,0
ENSG00000179002.5,0,0,0,0,0,0,0
ENSG00000159423.17,152,162,161,174,74,71,149
ENSG00000265606.1,0,0,0,0,0,0,0
ENSG00000221662.1,0,0,0,0,0,0,0
ENSG00000169991.11,1229,1552,991,971,265,205,539
ENSG00000272084.1,3,5,9,15,8,12,5
ENSG00000127481.15,7154,9310,8365,7899,4539,2394,5544
ENSG00000230424.1,28,30,25,37,24,24,34
ENSG00000127463.15,3068,3754,3447,3553,1797,1538,2526
ENSG00000053372.5,1356,1624,929,1330,587,663,822
ENSG00000286064.1,0,0,0,0,1,0,1
ENSG00000211454.15,15,19,11,7,16,26,12
ENSG00000162482.5,8,14,13,14,8,11,15
ENSG00000270728.1,0,0,0,0,0,0,0
ENSG00000053371.12,1121,1352,1202,1404,1267,1454,1115
ENSG00000200403.1,2,5,1,3,1,4,3
ENSG00000040487.13,463,647,1062,1479,1080,1146,1017
ENSG00000077549.19,6212,8120,5510,6782,5735,6322,4597
ENSG00000240490.3,0,0,0,0,0,0,0
ENSG00000173436.15,100,117,213,199,172,180,136
ENSG00000201609.1,0,0,0,0,0,0,0
ENSG00000235185.1,0,0,0,0,0,0,0
ENSG00000158747.15,957,1430,4095,7244,4555,5463,1384
ENSG00000270136.6,0,0,0,0,0,0,0
ENSG00000226396.1,11,26,23,48,26,31,30
ENSG00000158748.4,0,1,0,2,0,0,0
ENSG00000162542.13,185,322,259,343,298,248,218
ENSG00000178828.7,0,0,0,0,0,0,0
ENSG00000235434.1,0,0,0,0,0,0,0
ENSG00000169914.6,462,587,830,674,289,216,499
ENSG00000188784.4,0,0,0,0,0,0,0
ENSG00000242688.3,0,0,0,0,0,0,0
ENSG00000188257.11,0,0,0,0,0,0,0
ENSG00000127472.11,0,0,0,0,0,0,0
ENSG00000117215.15,0,0,0,0,0,0,0
ENSG00000158786.5,0,0,0,0,0,0,0
ENSG00000227066.2,0,0,0,0,0,0,0
ENSG00000187980.6,0,0,0,0,0,0,0
ENSG00000225986.1,0,0,0,0,0,0,0
ENSG00000162543.6,0,0,0,0,0,1,0
ENSG00000228105.2,0,0,0,0,0,0,0
ENSG00000284710.1,0,0,0,0,0,0,0
ENSG00000158816.15,0,0,0,0,0,0,0
ENSG00000226664.1,0,0,0,0,0,0,0
ENSG00000236963.7,0,0,0,0,0,0,0
ENSG00000226487.1,0,0,0,0,0,0,0
ENSG00000284641.1,0,0,0,0,0,0,0
ENSG00000284743.1,0,0,0,0,0,0,0
ENSG00000162545.6,135,167,61,21,41,71,47
ENSG00000090432.7,686,912,1444,1667,1298,1143,1244
ENSG00000215520.3,0,0,0,0,0,0,0
ENSG00000183114.8,665,975,491,672,527,614,493
ENSG00000158825.6,263,415,78,62,81,110,166
ENSG00000158828.8,2047,2746,3682,4537,3302,3457,2656
ENSG00000284005.1,0,0,0,0,0,0,0
ENSG00000117242.7,447,517,459,476,198,175,422
ENSG00000244038.11,7954,10201,9732,10796,6148,6097,9386
ENSG00000117245.12,85,85,24,24,5,6,16
ENSG00000235432.1,0,0,0,0,0,0,0
ENSG00000189410.12,79,113,52,87,54,51,78
ENSG00000233069.1,0,0,0,0,0,0,2
ENSG00000127483.19,9789,12191,7425,4745,7930,6699,7088
ENSG00000075151.20,5702,7033,5514,4767,3867,2802,3353
ENSG00000251914.1,0,0,0,0,0,0,0
ENSG00000221808.1,0,0,0,0,0,0,0
ENSG00000233072.1,0,1,0,0,1,3,0
ENSG00000236073.2,1,0,0,0,0,0,0
ENSG00000235112.1,0,0,0,0,0,0,0
ENSG00000287192.1,0,0,2,3,0,1,0
ENSG00000117298.16,2340,3007,953,1132,692,598,982
ENSG00000236936.1,0,0,0,0,0,0,1
ENSG00000231105.2,4,0,0,0,0,0,1
ENSG00000236216.5,0,5,5,1,0,1,3
ENSG00000228823.1,0,0,0,0,0,0,0
ENSG00000236009.1,0,0,0,0,0,0,0
ENSG00000227001.3,23,25,27,17,29,21,26
ENSG00000187952.9,3,0,1,5,4,1,5
ENSG00000186543.7,0,0,0,0,0,0,0
ENSG00000142794.18,361,449,350,350,134,107,200
ENSG00000176378.8,0,0,0,0,0,0,0
ENSG00000162551.14,1348,1409,352,606,77,73,38
ENSG00000233431.1,0,0,0,0,0,0,0
ENSG00000076864.19,191,289,49,38,172,159,183
ENSG00000090686.16,2894,3774,2058,2210,1810,1750,1970
ENSG00000231978.2,0,0,0,0,0,0,0
ENSG00000187942.12,83,103,52,103,107,77,85
ENSG00000142798.20,12102,15648,22755,27433,9869,6500,14268
ENSG00000232037.3,0,1,0,0,0,0,1
ENSG00000283234.1,0,0,0,0,0,0,0
ENSG00000219073.8,0,0,0,0,0,0,0
ENSG00000285959.1,0,0,0,0,0,0,0
ENSG00000273610.1,0,0,0,0,0,0,0
ENSG00000201919.1,0,0,0,0,0,0,0
ENSG00000142789.20,0,0,0,0,0,0,0
ENSG00000278124.1,0,0,0,0,0,0,0
ENSG00000201273.1,0,0,0,0,0,0,0
ENSG00000228397.3,1,2,3,5,4,2,2
ENSG00000218510.8,78,80,190,122,130,149,148
ENSG00000070831.17,9066,11671,9850,7095,6769,6929,6555
ENSG00000285752.1,3,1,6,5,1,6,9
ENSG00000285794.1,0,0,0,0,0,0,0
ENSG00000230068.2,3,3,2,1,6,1,3
ENSG00000271428.1,0,0,0,0,0,0,0
ENSG00000162552.15,0,1,0,4,1,1,1
ENSG00000285873.1,0,1,0,0,0,0,1
ENSG00000266564.1,0,0,0,0,0,0,0
ENSG00000234397.3,0,0,1,0,0,0,0
ENSG00000279625.1,0,0,0,0,0,0,0
ENSG00000184677.18,951,1115,1223,1518,767,557,1017
ENSG00000237200.1,1,5,5,2,4,1,4
ENSG00000070886.12,0,0,0,0,0,0,2
ENSG00000276835.2,0,0,0,0,0,0,0
ENSG00000173372.17,0,0,0,0,0,0,0
ENSG00000159189.12,0,0,0,0,0,0,0
ENSG00000173369.17,0,0,0,0,6,12,1
ENSG00000133216.16,1762,2269,1421,1641,1851,1574,811
ENSG00000265422.1,0,0,0,0,0,0,0
ENSG00000225952.1,0,0,0,0,0,0,0
ENSG00000264014.1,0,0,0,4,0,0,0
ENSG00000215906.8,0,0,0,0,0,0,0
ENSG00000227868.6,5,0,1,0,0,1,1
ENSG00000004487.17,4492,5956,2948,3239,2869,2530,3049
ENSG00000240553.1,0,0,0,0,0,0,0
ENSG00000263793.1,0,0,0,1,0,0,0
ENSG00000266802.1,0,0,0,0,0,0,0
ENSG00000169641.13,3745,4568,3259,2714,1598,1116,1764
ENSG00000229010.1,0,0,0,0,0,0,0
ENSG00000206935.1,0,0,0,0,0,0,0
ENSG00000252578.1,0,0,0,0,0,0,0
ENSG00000179546.4,60,87,4,0,2,0,1
ENSG00000215381.3,0,0,0,1,0,0,0
ENSG00000261326.4,129,131,116,78,183,146,191
ENSG00000284726.1,0,0,0,0,0,0,0
ENSG00000125944.21,5854,7624,5738,5299,4616,4154,5527
ENSG00000125945.15,644,794,987,797,1124,875,855
ENSG00000249087.7,30,16,26,20,29,30,42
ENSG00000201405.1,0,0,0,0,0,0,0
ENSG00000271420.1,3,1,4,5,9,10,10
ENSG00000204219.11,211,331,967,2115,892,914,1906
ENSG00000232482.2,0,0,0,0,0,0,0
ENSG00000088280.19,962,1301,3980,4688,4389,3549,4266
ENSG00000007968.7,61,70,31,38,17,17,200
ENSG00000235052.1,1,1,0,1,0,2,0
ENSG00000117318.9,384,402,578,502,499,607,536
ENSG00000285802.1,1,0,0,0,0,0,0
ENSG00000197880.9,1,0,0,1,0,0,0
ENSG00000229239.2,0,0,0,0,0,0,0
ENSG00000142676.14,12290,16276,18960,26951,11088,13464,14947
ENSG00000236810.6,25,39,32,37,68,56,44
ENSG00000011007.12,2296,2770,1504,1823,1260,1102,1522
ENSG00000057757.10,1157,1424,1359,1668,1152,1266,1246
ENSG00000011009.11,1081,1300,1321,1615,1382,1523,1337
ENSG00000117308.15,1077,1404,1143,1483,1804,1885,1689
ENSG00000117305.15,650,870,1132,1293,1325,1360,960
ENSG00000179163.12,385,581,1394,1431,1557,1773,1935
ENSG00000188822.8,0,0,0,0,0,0,1
ENSG00000229106.1,0,0,4,0,0,0,0
ENSG00000232557.3,0,0,0,0,0,0,0
ENSG00000264926.1,0,0,0,0,0,0,0
ENSG00000230228.2,1,0,0,0,0,0,1
ENSG00000189266.13,1768,2317,4387,3245,2256,2350,2699
ENSG00000188529.15,3866,4897,4666,2748,2901,2693,3585
ENSG00000215905.4,0,0,0,0,0,0,1
ENSG00000225315.2,0,0,1,0,0,0,0
ENSG00000142661.19,199,271,40,71,11,7,60
ENSG00000230703.1,0,0,0,0,0,0,0
ENSG00000142677.4,0,0,0,0,0,0,1
ENSG00000185436.12,6,3,9,14,0,0,7
ENSG00000230023.2,0,0,0,0,0,0,0
ENSG00000232298.2,0,1,5,1,0,1,5
ENSG00000158055.16,24,38,83,64,77,67,43
ENSG00000001460.18,213,299,129,112,68,87,138
ENSG00000001461.17,1169,1572,1416,1449,649,500,691
ENSG00000286061.1,0,0,0,0,0,0,0
ENSG00000117602.12,358,414,57,40,13,12,73
ENSG00000264443.1,0,0,0,0,0,0,0
ENSG00000184454.7,0,0,0,0,0,0,5
ENSG00000227312.2,0,0,0,0,0,0,0
ENSG00000239106.1,0,0,0,0,0,0,0
ENSG00000133226.17,2049,2407,2148,1898,1766,1381,2449
ENSG00000284699.1,0,0,0,0,0,0,0
ENSG00000169504.15,28053,36469,25240,13594,12049,10099,12776
ENSG00000238482.1,0,0,0,0,0,0,0
ENSG00000020633.19,19,27,0,0,2,0,0
ENSG00000278034.1,0,0,0,0,0,0,0
ENSG00000229162.1,4,10,0,0,0,0,0
ENSG00000261025.1,1,1,0,0,0,0,0
ENSG00000264371.1,0,0,0,0,0,0,0
ENSG00000285823.1,0,0,0,0,0,0,0
ENSG00000233755.1,0,0,0,0,0,0,0
ENSG00000233419.3,0,0,0,1,0,0,0
ENSG00000231953.2,0,0,0,0,0,0,0
ENSG00000117614.10,894,1156,1295,1592,1121,1149,1056
ENSG00000284602.1,6,6,17,18,27,13,23
ENSG00000284657.1,1,0,4,5,3,1,2
ENSG00000117616.18,1118,1161,821,646,1192,1290,1255
ENSG00000272432.1,1,5,1,2,2,2,2
ENSG00000261349.1,6,7,11,3,5,0,6
ENSG00000187010.21,1,2,0,1,0,1,1
ENSG00000224183.1,1,3,6,7,2,5,4
ENSG00000259984.1,0,2,2,0,0,2,1
ENSG00000183726.11,2242,2957,2668,1956,1918,2094,1780
ENSG00000188672.19,15,16,3,12,3,3,13
ENSG00000238084.4,4,2,3,0,1,3,0
ENSG00000204178.11,1500,2080,1111,1134,889,855,1799
ENSG00000157978.12,739,1020,934,1197,827,877,993
ENSG00000225643.1,3,4,5,9,1,3,7
ENSG00000117643.14,101,136,1119,908,1442,1459,848
ENSG00000233478.1,0,0,0,0,0,0,0
ENSG00000162430.17,5298,6628,7808,6287,5901,5361,5483
ENSG00000255054.3,0,0,0,0,0,0,0
ENSG00000228172.5,13,7,14,16,5,11,5
ENSG00000117640.18,921,1187,1339,1431,1208,1258,1257
ENSG00000272478.1,0,0,0,0,0,0,0
ENSG00000127423.11,65,72,18,36,7,16,52
ENSG00000236528.1,0,0,0,3,0,3,2
ENSG00000182749.6,584,807,476,674,346,337,545
ENSG00000207302.1,0,0,0,0,0,0,0
ENSG00000117632.23,4177,5131,1997,2630,2930,3751,5431
ENSG00000229786.1,0,0,0,0,0,0,0
ENSG00000223624.1,0,0,0,0,0,0,0
ENSG00000283938.1,0,0,0,0,0,0,0
ENSG00000158006.14,497,672,488,468,386,363,484
ENSG00000207237.1,0,0,0,0,0,0,0
ENSG00000252190.1,0,0,0,0,0,0,0
ENSG00000252691.1,0,0,0,0,0,0,0
ENSG00000158008.10,202,196,5,10,9,5,4
ENSG00000158014.15,0,0,0,1,0,3,0
ENSG00000284309.1,0,0,0,0,0,0,0
ENSG00000158022.7,0,4,81,413,361,506,55
ENSG00000175087.10,241,320,297,216,223,134,276
ENSG00000197245.6,35,45,0,0,1,0,6
ENSG00000282872.2,0,1,1,0,0,0,0
ENSG00000236782.7,1,0,0,8,5,4,2
ENSG00000142684.9,470,566,298,659,245,337,293
ENSG00000142675.18,4,9,8,11,6,4,13
ENSG00000188782.9,0,0,0,0,0,0,0
ENSG00000236155.6,0,0,2,2,10,15,8
ENSG00000278572.1,0,0,0,0,0,0,0
ENSG00000130695.15,460,599,505,502,446,387,687
ENSG00000270733.1,0,0,0,0,0,0,0
ENSG00000142669.15,8242,10335,7534,6528,10479,12261,5838
ENSG00000158062.20,185,227,299,575,240,237,373
ENSG00000169442.9,0,3,8,1,9,8,6
ENSG00000176092.15,0,2,3,0,5,6,7
ENSG00000225854.2,0,0,0,0,0,0,0
ENSG00000176083.18,0,0,0,0,1,1,0
ENSG00000131914.11,0,0,0,0,0,0,1
ENSG00000117682.17,1896,2515,1286,1529,1309,1275,1829
ENSG00000223583.1,0,0,4,1,1,1,0
ENSG00000225891.2,2,0,9,5,1,4,7
ENSG00000198830.11,5564,7341,4107,4325,4656,4499,7416
ENSG00000224129.1,0,0,0,0,0,0,0
ENSG00000117676.14,281,453,201,268,792,783,481
ENSG00000238705.1,0,0,0,0,0,0,0
ENSG00000243905.3,0,0,0,0,0,0,0
ENSG00000252802.1,0,0,0,0,0,0,0
ENSG00000252429.2,0,0,0,0,0,0,0
ENSG00000229247.2,0,0,0,0,0,0,0
ENSG00000238316.1,0,0,0,0,0,0,0
ENSG00000235069.2,0,0,0,0,0,0,0
ENSG00000260063.1,10,13,11,6,7,4,18
ENSG00000117713.20,2775,3769,2834,2630,2256,1611,2930
ENSG00000060642.11,312,397,704,646,640,670,560
ENSG00000241188.3,0,0,0,0,0,0,1
ENSG00000287810.1,0,0,0,1,0,0,0
ENSG00000204160.12,1117,1399,788,894,993,921,971
ENSG00000175793.12,115,170,3,8,204,236,53
ENSG00000142751.15,852,1069,723,840,661,658,727
ENSG00000226698.1,0,0,0,0,0,0,0
ENSG00000198746.13,270,390,445,862,416,353,410
ENSG00000090273.14,2989,3780,2437,5490,1844,2217,2759
ENSG00000131910.5,0,0,0,0,0,0,1
ENSG00000175707.9,0,0,0,0,0,0,0
ENSG00000172746.6,0,2,0,4,1,1,1
ENSG00000224064.1,0,0,0,0,0,0,0
ENSG00000225294.1,0,1,0,2,1,1,1
ENSG00000253368.4,1014,1263,1276,1329,423,427,716
ENSG00000158246.8,321,464,1319,1897,1531,1648,1221
ENSG00000090020.11,1956,2528,1875,1781,1923,1496,2210
ENSG00000229985.2,0,0,0,0,1,0,0
ENSG00000214973.3,3,8,3,5,3,5,2
ENSG00000225159.1,21,32,18,40,30,42,27
ENSG00000225990.2,0,0,0,0,0,0,0
ENSG00000224311.1,0,0,0,0,0,0,0
ENSG00000142784.16,1122,1367,2344,2414,1397,1192,2092
ENSG00000252098.1,0,0,0,0,0,0,0
ENSG00000243659.1,0,0,2,1,1,1,2
ENSG00000186501.14,836,984,935,1162,701,773,870
ENSG00000206888.1,0,1,0,0,0,0,0
ENSG00000241547.1,4,6,5,6,5,4,8
ENSG00000142765.18,493,841,100,243,528,534,539
ENSG00000142733.17,814,1185,1595,2828,1284,1151,2241
ENSG00000142748.13,0,0,0,1,1,2,2
ENSG00000174950.11,0,0,0,3,1,3,10
ENSG00000231207.1,0,0,0,0,0,0,0
ENSG00000181773.7,82,121,27,21,36,33,73
ENSG00000158195.11,4431,6307,6642,7016,4801,3924,6062
ENSG00000241169.1,0,0,0,0,0,0,0
ENSG00000237429.1,0,1,0,0,1,0,1
ENSG00000126705.15,1781,2265,3978,5617,2625,1994,3439
ENSG00000000938.13,0,1,3,0,0,0,2
ENSG00000235912.1,92,116,74,149,58,78,69
ENSG00000233975.1,0,0,0,0,0,0,0
ENSG00000126709.15,233,445,2111,2376,1624,1816,859
ENSG00000225886.3,0,0,0,0,0,0,0
ENSG00000206767.1,0,0,0,0,0,0,0
ENSG00000226662.2,0,0,0,0,0,0,0
ENSG00000207095.1,0,0,0,0,0,0,0
ENSG00000287244.1,0,0,0,0,0,0,0
ENSG00000009780.16,211,272,287,294,219,227,290
ENSG00000231344.1,0,3,3,1,0,2,0
ENSG00000230833.1,0,0,0,1,1,0,1
ENSG00000117758.14,1867,2331,1979,1551,1301,1365,1273
ENSG00000269971.1,3,0,0,1,0,0,1
ENSG00000270031.1,2,0,3,3,2,0,2
ENSG00000223062.1,0,0,0,0,0,0,0
ENSG00000286433.1,0,1,0,0,0,0,0
ENSG00000117751.18,1395,1794,1552,1307,1079,1127,1225
ENSG00000252947.1,2,4,1,2,0,0,1
ENSG00000130775.16,492,562,527,505,465,475,307
ENSG00000117748.10,794,969,997,1148,963,1077,1024
ENSG00000130768.15,15,23,0,4,30,41,10
ENSG00000227050.1,0,0,0,0,0,0,0
ENSG00000158156.9,381,528,290,322,336,350,427
ENSG00000158161.16,778,1057,772,739,578,591,794
ENSG00000238231.2,1,2,0,0,0,0,0
ENSG00000240750.3,3,4,2,0,1,0,0
ENSG00000228589.3,57,74,85,51,50,61,77
ENSG00000228943.1,0,0,0,0,0,0,0
ENSG00000214812.3,0,1,0,1,0,2,2
ENSG00000253005.1,0,0,0,0,0,0,0
ENSG00000169403.12,3,0,2,1,5,5,4
ENSG00000126698.11,2721,3412,4101,5578,3745,4227,3197
ENSG00000130770.18,2075,2901,1176,2015,2083,2550,1650
ENSG00000270605.1,14,17,9,7,34,67,21
ENSG00000271398.1,1,0,0,0,0,0,0
ENSG00000130766.5,2242,3280,2284,3138,1378,1235,1902
ENSG00000130772.14,346,400,340,395,467,619,382
ENSG00000204138.13,1508,1961,1543,1421,1012,948,1239
ENSG00000206779.1,0,0,0,0,0,0,0
ENSG00000229820.2,0,1,1,1,0,0,2
ENSG00000221216.1,1,0,0,0,1,0,0
ENSG00000180198.16,959,1187,890,1034,523,463,844
ENSG00000242125.3,664,762,287,194,221,247,310
ENSG00000274266.1,0,0,0,0,0,0,0
ENSG00000200087.1,44,133,40,31,7,12,3
ENSG00000231468.2,1,0,2,0,1,0,0
ENSG00000279443.1,22,17,14,23,14,19,17
ENSG00000180098.9,394,517,354,388,368,451,409
ENSG00000197989.14,241,254,232,301,178,198,399
ENSG00000221539.1,3,5,0,1,1,10,9
ENSG00000278274.1,0,0,0,0,0,0,0
ENSG00000273544.1,0,0,0,0,0,0,0
ENSG00000280498.1,0,0,0,0,0,0,0
ENSG00000274582.1,0,0,0,0,0,0,0
ENSG00000120656.12,905,1108,701,568,654,752,618
ENSG00000188060.7,176,204,340,250,511,408,509
ENSG00000229388.1,3,5,11,16,10,22,5
ENSG00000270103.3,0,0,0,0,0,0,0
ENSG00000274978.1,0,0,0,0,0,0,0
ENSG00000162419.12,585,758,855,948,583,490,599
ENSG00000252777.1,0,0,0,0,0,0,0
ENSG00000198492.16,2232,2661,1846,1533,1904,1808,1713
ENSG00000116329.11,31,46,1,2,3,0,3
ENSG00000233427.1,6,3,7,8,5,0,3
ENSG00000199756.1,0,1,0,0,0,0,0
ENSG00000159023.21,1119,1717,2205,2070,1458,1131,2437
ENSG00000225616.2,1,1,0,8,5,5,10
ENSG00000206704.1,0,0,0,0,0,0,0
ENSG00000277958.1,0,0,0,0,0,0,0
ENSG00000253304.2,286,330,575,822,169,178,425
ENSG00000225750.1,0,2,1,0,0,0,2
ENSG00000116350.17,2186,2820,2600,3323,1985,2029,2544
ENSG00000277916.1,0,0,0,0,0,0,0
ENSG00000116353.16,516,636,359,526,278,301,421
ENSG00000237934.1,0,0,0,0,0,0,0
ENSG00000060656.20,624,795,1125,965,1043,920,370
ENSG00000230523.1,0,0,0,0,0,0,0
ENSG00000225011.4,0,0,0,0,0,0,0
ENSG00000228176.1,0,0,0,0,0,0,0
ENSG00000284676.1,0,0,0,0,0,0,0
ENSG00000270927.1,0,0,0,0,0,0,0
ENSG00000233399.2,0,0,0,0,0,0,0
ENSG00000233372.1,0,0,0,0,0,0,0
ENSG00000231251.1,0,0,0,0,0,0,0
ENSG00000236335.1,0,0,0,0,0,0,0
ENSG00000231949.1,0,0,0,0,0,0,0
ENSG00000162510.6,31,26,25,34,38,20,41
ENSG00000186056.10,63,77,42,58,76,56,116
ENSG00000287510.1,0,0,0,0,1,0,0
ENSG00000162511.8,98,125,5,2,14,23,21
ENSG00000264773.1,0,0,0,0,0,0,0
ENSG00000229607.1,0,0,0,0,0,0,0
ENSG00000223382.5,3,5,2,0,2,2,1
ENSG00000222784.1,0,0,0,0,0,0,0
ENSG00000235143.1,0,0,0,0,0,0,0
ENSG00000162512.16,2717,3781,3312,5651,3150,2841,3537
ENSG00000266210.2,0,0,0,0,0,0,0
ENSG00000134644.16,2830,3448,3330,2524,2373,2030,2557
ENSG00000237329.2,0,0,0,0,0,0,0
ENSG00000232768.1,0,0,0,0,0,0,0
ENSG00000215900.4,1,1,1,5,5,4,2
ENSG00000225142.2,0,0,0,0,0,0,0
ENSG00000084628.10,16,24,6,2,4,3,9
ENSG00000060688.13,956,1282,908,1120,814,865,942
ENSG00000229447.2,6,6,6,4,2,1,0
ENSG00000121766.16,1157,1702,779,958,814,867,865
ENSG00000229044.1,1,0,0,0,0,0,5
ENSG00000121769.8,343,748,3777,5604,2365,2670,3703
ENSG00000168528.12,685,1008,511,538,749,639,760
ENSG00000215899.3,0,0,0,2,0,0,1
ENSG00000206981.1,0,0,0,0,0,0,0
ENSG00000260386.6,0,0,0,0,0,0,0
ENSG00000265961.1,0,0,0,0,0,0,0
ENSG00000284543.1,0,0,0,2,0,0,0
ENSG00000229167.2,0,0,0,0,0,0,1
ENSG00000142910.16,16,16,78,64,3,4,8
ENSG00000121764.11,1,0,2,0,1,0,0
ENSG00000162517.13,1343,1679,1534,1761,1551,1776,1629
ENSG00000235790.7,3,0,0,30,8,7,2
ENSG00000264078.1,0,0,0,0,0,0,0
ENSG00000084636.18,3013,4326,24932,57603,7790,5909,13972
ENSG00000121753.12,516,544,961,1140,504,409,931
ENSG00000266580.1,0,1,4,0,0,0,0
ENSG00000254545.1,0,0,0,0,0,0,0
ENSG00000134668.12,423,454,11,31,9,16,36
ENSG00000203620.2,0,1,0,0,0,1,0
ENSG00000269967.1,0,4,11,1,2,3,4
ENSG00000184007.22,8190,11166,10761,8274,7513,7556,9122
ENSG00000228634.1,0,0,0,0,0,0,0
ENSG00000284702.1,0,0,0,0,0,0,0
ENSG00000121774.18,5275,6975,5360,5827,4513,4321,5278
ENSG00000203325.3,0,0,0,1,0,0,0
ENSG00000121775.18,337,425,431,501,409,378,604
ENSG00000266203.1,0,0,0,1,0,0,0
ENSG00000276493.1,0,0,0,0,0,0,0
ENSG00000025800.14,2379,2788,2160,1964,1535,1277,1912
ENSG00000250135.1,0,0,0,0,0,0,0
ENSG00000084652.16,3630,4911,4902,6742,4374,3685,4860
ENSG00000160050.15,337,496,272,491,597,701,391
ENSG00000224066.1,21,25,13,7,8,5,8
ENSG00000160051.12,56,62,85,126,43,52,114
ENSG00000222046.2,0,1,2,1,0,0,0
ENSG00000160055.20,234,304,291,456,246,274,301
ENSG00000084623.11,4235,5741,3717,4793,2839,3324,3708
ENSG00000220785.7,367,467,531,652,485,425,643
ENSG00000183615.6,36,35,156,205,75,100,127
ENSG00000182866.17,0,0,0,0,0,0,0
ENSG00000277617.1,0,0,0,0,0,0,0
ENSG00000252450.1,0,0,0,0,0,0,0
ENSG00000116478.12,1995,2504,1883,2061,1627,1682,1748
